2458140.389892 0.000030 -0.584598 0.023643 0.002000 1 2
2458140.389922 0.000030 -0.579609 0.021567 0.002106 1 2
2458140.389953 0.000030 -0.574620 0.022786 0.001484 1 2
2458140.389983 0.000030 -0.569630 0.022476 0.001492 1 2
2458140.390014 0.000030 -0.564641 0.022750 0.002007 1 2
2458140.390044 0.000030 -0.559652 0.023232 0.001660 1 2
2458140.390074 0.000030 -0.554662 0.023266 0.001710 1 2
2458140.390105 0.000030 -0.549673 0.023435 0.001920 1 2
2458140.390135 0.000030 -0.544684 0.023341 0.001592 1 2
2458140.390166 0.000030 -0.539694 0.023973 0.001236 1 2
2458140.390196 0.000030 -0.534705 0.024800 0.001230 1 2
2458140.390227 0.000030 -0.529716 0.025137 0.001518 1 2
2458140.390257 0.000030 -0.524726 0.024479 0.001938 1 2
2458140.390287 0.000030 -0.519737 0.024534 0.001510 1 2
2458140.390318 0.000030 -0.514748 0.024881 0.001314 1 2
2458140.390348 0.000030 -0.509758 0.025603 0.002330 1 2
2458140.390379 0.000030 -0.504769 0.024312 0.002153 1 2
2458140.390409 0.000030 -0.499780 0.023997 0.002492 1 2
2458140.390440 0.000030 -0.494791 0.023983 0.000972 1 2
2458140.390470 0.000030 -0.489801 0.026309 0.001316 1 2
2458140.390500 0.000030 -0.484812 0.024853 0.001534 1 2
2458140.390531 0.000030 -0.479823 0.026443 0.001165 1 2
2458140.390561 0.000030 -0.474833 0.025684 0.002309 1 2
2458140.390592 0.000030 -0.469844 0.026294 0.002380 1 2
2458140.390622 0.000030 -0.464855 0.025733 0.002069 1 2
2458140.390653 0.000030 -0.459865 0.025376 0.001350 1 2
2458140.390683 0.000030 -0.454876 0.025676 0.001703 1 2
2458140.390713 0.000030 -0.449887 0.025414 0.001673 1 2
2458140.390744 0.000030 -0.444897 0.025151 0.001841 1 2
2458140.390774 0.000030 -0.439908 0.025923 0.001631 1 2
2458140.390805 0.000030 -0.434919 0.025558 0.001233 1 2
2458140.390835 0.000030 -0.429929 0.025066 0.001616 1 2
2458140.390866 0.000030 -0.424940 0.026022 0.001168 1 2
2458140.390896 0.000030 -0.419951 0.024849 0.001921 1 2
2458140.390926 0.000030 -0.414961 0.024880 0.001193 1 2
2458140.390957 0.000030 -0.409972 0.024091 0.002257 1 2
2458140.390987 0.000030 -0.404983 0.024034 0.002973 1 2
2458140.391018 0.000030 -0.399993 0.024213 0.001489 1 2
2458140.391048 0.000030 -0.395004 0.024622 0.001037 1 2
2458140.391079 0.000030 -0.390015 0.023292 0.001746 1 2
2458140.391109 0.000030 -0.385025 0.025381 0.001970 1 2
2458140.391140 0.000030 -0.380036 0.026275 0.001087 1 2
2458140.391170 0.000030 -0.375047 0.027559 0.001931 1 2
2458140.391200 0.000030 -0.370057 0.028658 0.001537 1 2
2458140.391231 0.000030 -0.365068 0.026756 0.002256 1 2
2458140.391261 0.000030 -0.360079 0.025598 0.001520 1 2
2458140.391292 0.000030 -0.355089 0.026182 0.001601 1 2
2458140.391322 0.000030 -0.350100 0.025862 0.001979 1 2
2458140.391353 0.000030 -0.345111 0.025987 0.001500 1 2
2458140.391383 0.000030 -0.340121 0.028297 0.001668 1 2
2458140.391413 0.000030 -0.335132 0.028401 0.002072 1 2
2458140.391444 0.000030 -0.330143 0.027986 0.001350 1 2
2458140.391474 0.000030 -0.325153 0.028084 0.001487 1 2
2458140.391505 0.000030 -0.320164 0.027400 0.001443 1 2
2458140.391535 0.000030 -0.315175 0.030162 0.001389 1 2
2458140.391566 0.000030 -0.310186 0.029061 0.001489 1 2
2458140.391596 0.000030 -0.305196 0.027581 0.001884 1 2
2458140.391626 0.000030 -0.300207 0.028960 0.002014 1 2
2458140.391657 0.000030 -0.295218 0.030331 0.001573 1 2
2458140.391687 0.000030 -0.290228 0.031949 0.001901 1 2
2458140.391718 0.000030 -0.285239 0.028323 0.001645 1 2
2458140.391748 0.000030 -0.280250 0.027944 0.001980 1 2
2458140.391779 0.000030 -0.275260 0.028058 0.002012 1 2
2458140.391809 0.000030 -0.270271 0.028924 0.001511 1 2
2458140.391839 0.000030 -0.265282 0.029424 0.001911 1 2
2458140.391870 0.000030 -0.260292 0.027875 0.001633 1 2
2458140.391900 0.000030 -0.255303 0.028694 0.001632 1 2
2458140.391932 0.000030 -0.250314 0.027402 0.001715 1 2
2458140.391961 0.000030 -0.245324 0.025900 0.002413 1 2
2458140.391992 0.000030 -0.240335 0.027713 0.002285 1 2
2458140.392022 0.000030 -0.235346 0.027617 0.002437 1 2
2458140.392052 0.000030 -0.230356 0.027997 0.001788 1 2
2458140.392083 0.000030 -0.225367 0.029286 0.001257 1 2
2458140.392113 0.000030 -0.220378 0.028675 0.002268 1 2
2458140.392144 0.000030 -0.215388 0.028342 0.001811 1 2
2458140.392174 0.000030 -0.210399 0.029087 0.002189 1 2
2458140.392205 0.000030 -0.205410 0.029261 0.001589 1 2
2458140.392236 0.000030 -0.200420 0.029519 0.001845 1 2
2458140.392265 0.000030 -0.195431 0.029559 0.001180 1 2
2458140.392296 0.000030 -0.190442 0.030007 0.002432 1 2
2458140.392327 0.000030 -0.185452 0.029130 0.001788 1 2
2458140.392358 0.000030 -0.180463 0.028266 0.002303 1 2
2458140.392387 0.000030 -0.175474 0.028213 0.001136 1 2
2458140.392418 0.000030 -0.170484 0.026618 0.002048 1 2
2458140.392448 0.000030 -0.165495 0.026578 0.001878 1 2
2458140.392478 0.000030 -0.160506 0.028053 0.001301 1 2
2458140.392509 0.000030 -0.155516 0.026725 0.001894 1 2
2458140.392539 0.000030 -0.150527 0.025915 0.001704 1 2
2458140.392571 0.000030 -0.145538 0.026336 0.001414 1 2
2458140.392600 0.000030 -0.140549 0.026083 0.001765 1 2
2458140.392632 0.000030 -0.135559 0.025979 0.002215 1 2
2458140.392662 0.000030 -0.130570 0.025431 0.001380 1 2
2458140.392692 0.000030 -0.125581 0.025596 0.002187 1 2
2458140.392723 0.000030 -0.120591 0.025020 0.001982 1 2
2458140.392753 0.000030 -0.115602 0.025511 0.001584 1 2
2458140.392784 0.000030 -0.110613 0.025183 0.001483 1 2
2458140.392814 0.000030 -0.105623 0.024641 0.000897 1 2
