2454941.7 30.9 1.7
2455200.4 30.0 1.1
2455624.7 29.9 1.7
2455932.6 32.3 1.7
2456333.6 32.1 3.0
2444214.62 -22.0 11.0
2444993.96 -14.0 7.0
2445763.83 -14.0 4.0
2445854.88 -12.0 7.0
2446054.94 -11.0 7.0
2448560.56 3.0 4.0
2448686.50 4.0 3.0
2448773.22 2.2 2.2
2449144.09 4.7 2.2
2451870.84 24.1 2.2
2451870.84 25.0 1.0
2452284.70 26.6 3.0
2456711.99970005    30.58017401    12.1075563
2457100.73790425    24.6013165    9.460138855
2457748.31724043    26.11717382    7.014863174
2457811.33148217    18.88969586    13.78080405
2458170.32391364    26.68503091    12.10480464
2458561.24500853    5.552783989    16.25036549
2458884.34762774    7.716807318    27.18059472
